T,EC,VWC,Emisi
28.55,0.03,0.253425,5.273333333
28.2,0.03,0.25245,4.923333333
27.85,0.03,0.25195,4.966666667
27.525,0.03,0.25145,4.846666667
27.275,0.03,0.2506,4.79
26.975,0.03,0.2499,4.69
26.7,0.03,0.24955,4.553333333
26.53333333,0.03,0.249533333,4.52
26.725,0.03,0.249425,4.75
27.6,0.03,0.251175,4.706666667
28.75,0.03,0.253925,4.863333333
30,0.03,0.2575,5.06
31.825,0.03,0.2608,5.606666667
33.325,0.03,0.264175,6.08
33.975,0.03,0.264825,5.816666667
34,0.03,0.263475,5.84
33.425,0.03,0.2614,5.71
32.275,0.03,0.256725,4.98
31.275,0.03,0.253675,4.986666667
30.35,0.03,0.25135,4.79
29.5,0.03,0.250525,4.843333333
28.825,0.03,0.24945,4.646666667
28.275,0.03,0.249025,4.573333333
27.95,0.03,0.2484,4.74
27.625,0.03,0.247975,4.536666667
27.4,0.03,0.247775,4.536666667
27.25,0.03,0.247975,4.58
27.125,0.03,0.2477,4.34
27.05,0.03,0.247775,4.323333333
26.95,0.03,0.2475,4.423333333
26.725,0.03,0.24705,4.246666667
26.575,0.03,0.24705,4.41
26.925,0.03,0.24745,4.633333333
27.875,0.03,0.247775,4.723333333
29.625,0.03,0.250325,4.833333333
31.45,0.03,0.253475,4.74
32.475,0.03,0.255825,4.756666667
33.325,0.025,0.256825,5.566666667
34.775,0.0225,0.26045,5.003333333
34.5,0.03,0.258025,5.083333333
33.7,0.03,0.2557,5
32.525,0.03,0.251425,4.886666667
31.475,0.03,0.249725,4.643333333
30.55,0.03,0.248675,4.523333333
29.875,0.03,0.24805,4.546666667
29.325,0.03,0.24795,4.423333333
28.725,0.03,0.24735,4.42
28.275,0.03,0.246925,4.35
28.05,0.03,0.2466,4.306666667
27.8,0.03,0.246425,4.616666667
27.6,0.03,0.246275,4.326666667
27.425,0.03,0.245725,4.31
27.2,0.03,0.245575,4.15
27,0.03,0.245275,4.11
26.825,0.03,0.2453,4.28
26.8,0.03,0.245375,4.4
26.975,0.0225,0.24565,4.773333333
27.75,0.03,0.246275,4.41
28.55,0.03,0.246975,4.496666667
28.6,0.03,0.2467,5.04
28.05,0.03,0.247225,4.976666667
28.175,0.03,0.2472,5.2
29.225,0.03,0.248425,4.93
30.525,0.03,0.249975,5.353333333
31.075,0.03,0.2504,4.99
30.75,0.03,0.2498,4.723333333
29.775,0.03,0.248325,4.58
28.85,0.03,0.247525,4.386666667
28.025,0.03,0.247125,4.183333333
27.425,0.03,0.246425,4.283333333
26.9,0.03,0.2462,4.113333333
26.425,0.03,0.246,4.14
26,0.03,0.245725,4.03
25.575,0.03,0.245125,4.156666667
25.3,0.03,0.2452,3.976666667
25.1,0.03,0.24495,4.013333333
25,0.03,0.245025,4.253333333
25,0.03,0.246175,3.88
25.025,0.03,0.246775,3.883333333
25,0.03,0.246025,4.293333333
25.35,0.03,0.246975,4.336666667
26.575,0.03,0.246175,4.416666667
29.05,0.03,0.24865,4.703333333
32.125,0.03,0.252575,5.103333333
34.625,0.03,0.25795,5.16
36.575,0.025,0.26105,5.483333333
37.05,0.03,0.261225,5.26
36.2,0.03,0.258575,5.05
35.15,0.03,0.255275,5.08
34.45,0.03,0.252725,5.15
33.35,0.03,0.250225,4.526666667
32.075,0.03,0.248475,4.443333333
31.075,0.03,0.2477,4.38
30.275,0.03,0.2472,4.473333333
29.625,0.03,0.246375,4.26
29.05,0.03,0.246175,4.186666667
28.65,0.03,0.245825,4.2
28.25,0.03,0.2453,4.07
27.8,0.03,0.2452,4.16
27.5,0.03,0.244675,4.04
27.2,0.03,0.244525,4.106666667
27.025,0.03,0.244325,3.93
26.75,0.03,0.24435,3.973333333
26.56666667,0.03,0.2436,4.133333333
26.975,0.03,0.244075,4.19
27.9,0.03,0.2447,4.34
28.85,0.03,0.2458,4.686666667
30.925,0.03,0.24815,4.77
32.175,0.03,0.2485,5.13
33.325,0.0225,0.249725,4.883333333
32.325,0.03,0.248025,4.723333333
31.125,0.03,0.2468,4.606666667
30.575,0.03,0.246175,4.573333333
30.45,0.03,0.246,4.52
30.2,0.03,0.245575,4.293333333
29.575,0.03,0.2452,4.203333333
28.95,0.03,0.2447,4.13
28.55,0.03,0.244425,4.006666667
28.15,0.03,0.244,3.963333333
27.85,0.0275,0.24365,3.896666667
27.525,0.02,0.243375,4
27.2,0.0275,0.24285,3.896666667
26.9,0.0225,0.24295,3.813333333
26.65,0.025,0.2422,3.813333333
26.525,0.02,0.2424,3.626666667
26.4,0.0225,0.2421,3.723333333
26.125,0.02,0.241825,3.613333333
25.925,0.0225,0.24175,4.01
26.325,0.025,0.2422,3.936666667
27.725,0.0275,0.243475,4.05
29.85,0.03,0.245575,4.436666667
32,0.025,0.247375,4.63
33.675,0.02,0.2486,4.696666667
35.4,0.02,0.2498,5.116666667
36.825,0.02,0.252325,5.1
36.525,0.02,0.25065,5.23
36.225,0.02,0.249625,5.01
33.25,0.0425,0.306525,6.36
35.175,0.04,0.305375,6.51
36.325,0.04,0.3032,6.323333333
36.65,0.04,0.300725,6.373333333
36.425,0.04,0.29795,6.193333333
35.325,0.04,0.293075,5.716666667
33.9,0.04,0.2881,5.37
32.475,0.04,0.283275,5.026666667
31.3,0.04,0.281,5.153333333
30.45,0.04,0.277675,4.956666667
29.725,0.04,0.2766,4.903333333
29.15,0.04,0.275725,4.786666667
28.75,0.04,0.2738,4.803333333
28.275,0.04,0.273075,4.883333333
27.85,0.04,0.272575,4.73
27.5,0.04,0.271675,4.593333333
27.2,0.04,0.271625,4.573333333
26.7,0.04,0.2706,4.643333333
26.725,0.04,0.270525,4.3
27.2,0.04,0.2711,4.666666667
28.3,0.04,0.273875,5.136666667
30.575,0.035,0.28475,4.736666667
32.175,0.03,0.293225,5.87
34.3,0.03,0.2965,6.166666667
36.1,0.03,0.2984,6.503333333
37.85,0.03,0.300425,6.336666667
38.025,0.03,0.2978,5.833333333
37.425,0.03,0.295075,5.786666667
36.5,0.03,0.290875,5.61
35.1,0.03,0.285025,5.423333333
33.525,0.03,0.280975,5.033333333
32.3,0.03,0.27825,5.363333333
26.55,0.1,0.3691,0.793333333
33.15,0.04,0.3542,6.413333333
33.55,0.04,0.347875,6.133333333
33.1,0.0375,0.344425,5.826666667
33.025,0.04,0.340825,5.643333333
32.15,0.0375,0.3379,5.39
30.85,0.04,0.33435,4.96
29.875,0.04,0.331775,4.976666667
29.25,0.04,0.3322,4.71
28.75,0.04,0.33115,4.75
28.325,0.04,0.33095,4.726666667
27.85,0.04,0.330375,4.65
27.5,0.04,0.3296,4.536666667
27.15,0.04,0.329125,4.456666667
26.85,0.04,0.3285,4.433333333
26.6,0.04,0.328375,4.393333333
26.35,0.04,0.32775,4.316666667
26.15,0.04,0.32795,4.25
26,0.04,0.32775,4.403333333
26.225,0.04,0.3276,4.576666667
27.175,0.04,0.328725,4.833333333
28.675,0.0375,0.330275,5.216666667
29.975,0.03,0.329525,5.033333333
30.875,0.03,0.3281,5.056666667
31.4,0.03,0.325875,5.353333333
31.925,0.03,0.3235,5.49
32.375,0.03,0.321925,5.33
32.15,0.03,0.31815,5.18
31.075,0.03,0.314075,5.013333333
30.3,0.03,0.3103,4.84
29.5,0.03,0.31,4.576666667
28.675,0.03,0.3076,4.61
27.95,0.03,0.30655,4.51
27.45,0.03,0.305675,4.536666667
27.125,0.03,0.3047,4.423333333
27.025,0.03,0.305525,4.526666667
26.9,0.03,0.3053,4.483333333
26.75,0.03,0.304925,4.563333333
26.675,0.03,0.305,4.53
26.575,0.03,0.305225,4.63
26.45,0.03,0.3056,4.563333333
26.3,0.03,0.305075,4.493333333
26.125,0.03,0.30485,4.513333333
26.425,0.03,0.304925,4.47
27.5,0.03,0.30715,4.993333333
29.45,0.03,0.3085,5.576666667
32.75,0.03,0.31285,5.91
34.625,0.03,0.31205,6.303333333
36.45,0.03,0.313275,6.536666667
37.575,0.03,0.3116,6.46
37.975,0.03,0.3094,6.386666667
37.55,0.03,0.30535,6.123333333
36.075,0.03,0.29955,6.393333333
34.375,0.04,0.3566,5.973333333
34.95,0.04,0.350525,6.246666667
34.825,0.04,0.344225,6.523333333
35.025,0.035,0.34065,6.383333333
33.65,0.03,0.333525,5.606666667
32.075,0.03,0.32885,5.283333333
31.075,0.03,0.32615,5.146666667
30.025,0.03,0.324,5.03
29.125,0.03,0.323375,4.906666667
28.45,0.03,0.32275,4.8
27.85,0.03,0.321475,4.716666667
27.325,0.03,0.32045,4.46
26.85,0.03,0.32105,4.46
26.475,0.0325,0.320075,4.336666667
26.175,0.035,0.32055,4.6
25.925,0.04,0.320275,4.696666667
26,0.04,0.3197,4.62
26.075,0.04,0.32,4.626666667
26.1,0.0375,0.322125,4.636666667
26.125,0.04,0.32205,4.696666667
26.675,0.04,0.3221,4.843333333
27.975,0.04,0.32255,5.43
30.375,0.03,0.32365,5.806666667
32.925,0.03,0.32385,5.926666667
35.3,0.03,0.323075,6.363333333
36.75,0.03,0.3205,6.223333333
36.35,0.03,0.3153,6.073333333
36.725,0.03,0.314225,5.916666667
36.65,0.03,0.31085,5.85
35.55,0.03,0.306375,5.283333333
34.1,0.03,0.3005,5.243333333
32.575,0.03,0.29545,5.306666667
31.375,0.03,0.2933,5.08
30.5,0.03,0.290925,4.88
29.775,0.03,0.289025,4.8
29.1,0.03,0.2885,4.686666667
28.575,0.03,0.287525,4.746666667
28.15,0.03,0.286225,4.52
27.675,0.03,0.285575,4.49
27.45,0.03,0.28565,4.59
27.2,0.03,0.284625,4.65
27.05,0.03,0.2843,4.586666667
26.85,0.03,0.2839,4.576666667
26.625,0.03,0.2841,4.456666667
26.75,0.03,0.2848,4.6
27.65,0.03,0.28565,4.823333333
30.6,0.03,0.292675,5.3
33.425,0.03,0.29735,5.426666667
34.325,0.03,0.29665,5.316666667
35.95,0.03,0.29895,5.623333333
24.975,0.05,0.425433333,1.49
25.725,0.04,0.41295,2.046666667
25.975,0.04,0.404375,2.4
26,0.04,0.3978,2.616666667
25.975,0.04,0.39325,2.686666667
25.9,0.04,0.3915,2.036666667
25.775,0.05,0.405425,2.233333333
25.6,0.0475,0.403575,2.476666667
25.5,0.04,0.39655,2.553333333
25.475,0.04,0.39275,2.643333333
25.4,0.04,0.3903,2.776666667
25.35,0.04,0.3876,2.763333333
25.25,0.04,0.3857,2.806666667
25.1,0.04,0.38285,2.8
24.925,0.04,0.380125,2.973333333
25,0.0375,0.3765,3.026666667
25.55,0.03,0.366625,3.486666667
32.05,0.03,0.363125,5.326666667
33.475,0.03,0.3595,5.626666667
34.425,0.03,0.355475,5.803333333
35.525,0.03,0.352,6.116666667
35.675,0.025,0.347025,5.713333333
34.975,0.02,0.3423,5.516666667
34.175,0.02,0.338425,5.176666667
33.15,0.04,0.34395,5.246666667
31.8,0.04,0.2276,3.833333333
31.475,0.04,0.228925,3.693333333
30.875,0.04,0.228575,3.67
30.275,0.04,0.2278,3.676666667
29.725,0.04,0.227625,3.513333333
29.25,0.04,0.227375,3.473333333
28.875,0.04,0.227075,3.47
28.575,0.04,0.227,3.506666667
28.3,0.04,0.2271,3.4
28.075,0.04,0.227,3.443333333
27.8,0.04,0.2271,3.42
27.6,0.04,0.226575,3.356666667
27.375,0.04,0.226675,3.356666667
27.15,0.04,0.226575,3.373333333
27.025,0.04,0.2266,3.34
27.175,0.04,0.226475,3.37
27.625,0.04,0.226575,3.436666667
28.35,0.04,0.226925,3.596666667
29.225,0.04,0.227275,3.59
30.125,0.04,0.2279,3.78
30.575,0.04,0.228,2.956666667
29.45,0.0675,0.4123,2.276666667
30.275,0.06,0.3748,2.753333333
30.775,0.0575,0.357075,2.733333333
28.725,0.075,0.402675,0.203333333
23.55,0.04,0.43365,0.426666667
23.775,0.04,0.433425,0.496666667
23.9,0.04,0.430025,0.526666667
23.95,0.04,0.424175,0.63
24,0.04,0.41635,0.93
24.075,0.04,0.402325,1.123333333
24.1,0.04,0.3976,1.203333333
24.125,0.04,0.39155,1.393333333
24.2,0.04,0.3851,1.576666667
24.25,0.04,0.379125,1.876666667
24.575,0.04,0.374225,2.27
25.425,0.04,0.36555,2.436666667
26.3,0.04,0.359825,2.646666667
27,0.04,0.3547,2.98
27.725,0.04,0.350575,3.19
27.625,0.0525,0.357075,1.803333333
27.25,0.06,0.391475,1.653333333
26.925,0.06,0.3856,1.796666667
26.675,0.06,0.3734,1.956666667
26.425,0.055,0.365375,2.003333333
26.2,0.05,0.358225,1.986666667
25.95,0.05,0.352025,2.023333333
25.75,0.05,0.34775,2.013333333
25.55,0.05,0.34485,2.17
25.575,0.05,0.3424,2.47
26.3,0.05,0.337625,3.073333333
27.725,0.05,0.3343,3.73
30.1,0.05,0.327175,4.21
32.325,0.05,0.3185,4.34
33.725,0.05,0.3088,4.356666667
25.825,0.0375,0.257975,4.446666667
34.55,0.04,0.232075,4.24
32.975,0.04,0.231525,3.35
33.1,0.04,0.22965,3.316666667
33.375,0.04,0.2293,3.386666667
32.7,0.04,0.22755,3.013333333
31.85,0.04,0.2265,2.98
31.15,0.045,0.225725,2.916666667
30.55,0.05,0.2253,2.833333333
30.05,0.05,0.2249,2.726666667
29.6,0.0425,0.2249,2.723333333
29.175,0.0425,0.2244,2.666666667
28.9,0.05,0.2242,2.596666667
28.7,0.045,0.224,2.59
28.525,0.04,0.2238,2.496666667
28.35,0.04,0.2238,2.48
28.125,0.04,0.2237,2.46
27.925,0.04,0.223525,2.45
27.75,0.04,0.223375,2.506666667
27.775,0.04,0.223,2.786666667
28.45,0.0425,0.2239,2.76
29.95,0.0475,0.225025,2.933333333
31.56666667,0.043333333,0.2258,3.03
22.2,0.06,0.31035,0.76
26.975,0.05,0.2711,2.213333333
27.325,0.05,0.269625,3.016666667
28.85,0.05,0.2684,2.923333333
27.575,0.06,0.26705,1.98
27.5,0.06,0.2665,1.993333333
27.425,0.06,0.2662,2.016666667
27.4,0.06,0.26605,2.056666667
27.375,0.06,0.265575,2.08
27.3,0.06,0.265125,2.296666667
27.45,0.06,0.264575,2.636666667
28.05,0.06,0.264075,3.133333333
29.075,0.06,0.2634,3.573333333
30.425,0.06,0.26215,3.966666667
32.125,0.0575,0.26055,4.166666667
33.625,0.05,0.2591,3.853333333
29.45,0.045,0.24025,3.46
34.1,0.0575,0.26165,3.26
28.2,0.07,0.271675,2.346666667
27.975,0.07,0.270375,2.336666667
27.775,0.07,0.2688,2.323333333
27.6,0.0675,0.26775,2.36
27.375,0.06,0.2669,2.406666667
27.225,0.06,0.266225,2.513333333
27.25,0.06,0.265325,2.546666667
27.55,0.06,0.26475,2.82
27.95,0.065,0.26505,3.37
29.325,0.0675,0.263725,3.52
31.15,0.06,0.26215,3.91
32.3,0.06,0.2602,3.906666667
33.325,0.06,0.2584,3.883333333
34.06666667,0.06,0.2567,3.903333333
32.975,0.06,0.244975,3.59
26.775,0.05,0.27085,1.876666667
26.65,0.05,0.269625,1.843333333
26.525,0.05,0.268575,1.9
26.4,0.05,0.267575,2.03
26.325,0.05,0.267225,2.24
26.5,0.05,0.268325,2.65
27.125,0.05,0.267575,2.923333333
28.35,0.05,0.266725,3.35
29.575,0.05,0.26565,3.75
30.6,0.05,0.26415,3.993333333
31.775,0.05,0.26255,4.233333333
32.8,0.0475,0.26105,4.21
33.325,0.045,0.2596,4.003333333
33.275,0.0475,0.257925,3.776666667
32.85,0.0475,0.256825,3.526666667
32.525,0.0475,0.2558,3.5
31.8,0.045,0.2545,3.353333333
31.075,0.05,0.253875,2.423333333
28.45,0.06,0.27525,2.216666667
28.175,0.06,0.273375,2.29
27.875,0.06,0.271525,2.363333333
27.675,0.06,0.2706,2.37
27.575,0.06,0.269775,2.383333333
27.475,0.06,0.268975,2.49
27.4,0.06,0.2683,2.69
27.375,0.06,0.2679,3.183333333
27.875,0.06,0.2673,3.77
29.275,0.06,0.266175,4.146666667
31.175,0.06,0.2644,4.453333333
32.725,0.05,0.262075,4.496666667
33.525,0.05,0.25995,4.573333333
33.8,0.05,0.258175,4.436666667
33.825,0.05,0.2563,4.33
33.6,0.05,0.254875,4.106666667
33.225,0.05,0.253425,4.03
32.75,0.05,0.2522,3.823333333
32.1,0.05,0.251175,3.68
31.475,0.05,0.2506,3.69
30.9,0.05,0.250225,3.7
30.375,0.05,0.2496,3.55
29.925,0.05,0.249525,3.426666667
29.45,0.05,0.2493,3.316666667
29.075,0.05,0.2492,3.363333333
28.8,0.05,0.2493,3.243333333
28.525,0.05,0.2489,3.26
28.225,0.05,0.248825,3.24
27.925,0.05,0.248675,3.086666667
27.75,0.05,0.2486,3.07
27.625,0.05,0.2486,3.216666667
27.675,0.05,0.248825,3.54
28.5,0.05,0.24935,3.83
30.175,0.05,0.250225,4.1
31.95,0.05,0.250225,4.21
33.525,0.05,0.2498,4.216666667
34.225,0.05,0.24875,4.203333333
34.575,0.05,0.24795,4.22
34.725,0.05,0.247125,4.093333333
34.55,0.05,0.24575,3.923333333
34,0.05,0.243975,3.756666667
33.375,0.05,0.24285,3.676666667
32.5,0.05,0.241475,3.56
31.7,0.05,0.2406,3.523333333
31.125,0.05,0.240275,3.516666667
30.65,0.05,0.23975,3.436666667
30.3,0.05,0.2395,3.423333333
29.975,0.05,0.2391,3.363333333
29.675,0.05,0.2391,3.383333333
29.375,0.05,0.2388,3.383333333
29.2,0.05,0.2387,3.296666667
28.925,0.05,0.2384,3.253333333
28.575,0.05,0.23825,3.203333333
28.3,0.05,0.238175,3.186666667
28,0.05,0.2381,3.183333333
27.9,0.05,0.2381,3.3
28.2,0.05,0.2384,3.606666667
29.35,0.05,0.2393,3.753333333
30.7,0.05,0.2402,3.91
31.975,0.05,0.24035,3.973333333
33.05,0.05,0.2402,3.77
33.775,0.05,0.240275,3.796666667
34.15,0.05,0.24,3.756666667
33.95,0.05,0.239025,3.623333333
33.3,0.05,0.2379,3.54
32.55,0.05,0.236525,3.493333333
31.875,0.05,0.236,3.356666667
31.25,0.05,0.2355,3.363333333
30.675,0.05,0.234975,3.336666667
30.3,0.05,0.2344,3.29
30,0.05,0.2341,3.206666667
29.65,0.05,0.233875,3.223333333
29.325,0.05,0.2337,3.123333333
29.05,0.05,0.2335,3.19
28.7,0.05,0.2334,3.126666667
28.45,0.05,0.233175,3.09
28.25,0.05,0.2331,3.006666667
28.075,0.05,0.233175,3.253333333
27.86666667,0.05,0.232833333,3.21
28.75,0.05,0.233425,3.56
30.4,0.05,0.234425,3.883333333
32.4,0.05,0.235775,3.926666667
33.975,0.05,0.236625,4.006666667
35.225,0.05,0.2373,4.216666667
35.875,0.05,0.23755,4.173333333
36.475,0.05,0.2374,4.746666667
36.775,0.05,0.237125,4.65
35.775,0.05,0.23655,4.3
34.4,0.05,0.23515,3.94
33.375,0.05,0.234125,3.69
32.55,0.05,0.233425,3.496666667
31.875,0.05,0.2329,3.47
31.375,0.05,0.2326,3.4
30.875,0.05,0.2324,3.46
30.5,0.05,0.23215,3.33
30.2,0.05,0.232,3.316666667
29.975,0.05,0.2318,3.246666667
29.725,0.05,0.231525,3.316666667
29.4,0.05,0.23145,3.153333333
29.15,0.05,0.231525,3.196666667
28.9,0.05,0.231375,3.3
28.65,0.05,0.2308,3.16
28.675,0.05,0.2306,3.183333333
29.275,0.05,0.2311,3.363333333
30.15,0.05,0.23145,3.68
31.225,0.05,0.23215,3.92
32.575,0.05,0.23325,4.18
34.075,0.05,0.234425,3.526666667
27.975,0.06,0.2712,2.2
27.8,0.06,0.2703,2.193333333
27.6,0.06,0.269125,2.166666667
27.4,0.06,0.268,2.173333333
27.2,0.06,0.2674,2.15
27,0.06,0.266675,2.16
26.85,0.06,0.2659,2.19
26.675,0.06,0.2652,2.18
26.6,0.06,0.2649,2.193333333
26.5,0.06,0.2642,2.186666667
26.45,0.06,0.263825,2.206666667
26.4,0.06,0.2634,2.223333333
26.3,0.06,0.2629,2.243333333
26.3,0.06,0.2629,2.34
26.375,0.06,0.26305,2.64
26.95,0.06,0.2633,3.053333333
28.15,0.06,0.262725,3.57
29.5,0.06,0.261975,3.986666667
31.1,0.06,0.2602,4.31
32.475,0.055,0.258625,4.343333333
33.375,0.05,0.257075,4.346666667
33.8,0.05,0.255975,4.213333333
33.725,0.05,0.25495,3.853333333
33.2,0.05,0.2536,3.736666667
32.5,0.055,0.252375,3.546666667
31.75,0.06,0.25145,3.493333333
31.075,0.0575,0.250775,3.41
30.55,0.06,0.2504,3.316666667
30.1,0.06,0.2503,3.216666667
29.7,0.06,0.250575,3.13
29.25,0.06,0.25555,2.193333333
25.125,0.04,0.273975,2.503333333
26.75,0.04,0.272225,2.916666667
28.525,0.05,0.2824,3.316666667
29.925,0.06,0.304175,3.576666667
31.1,0.06,0.302375,3.723333333
31.9,0.0575,0.300725,3.67
32.375,0.06,0.29875,3.406666667
32.075,0.055,0.29695,3.183333333
31.375,0.06,0.295525,3.083333333
30.625,0.06,0.2947,2.956666667
29.95,0.06,0.294025,2.88
29.375,0.06,0.293575,2.9
25.9,0.0725,0.34725,0.69
25.725,0.06,0.31595,1.573333333
25.875,0.06,0.314925,1.8
26.425,0.06,0.313425,2.35
27.35,0.06,0.311175,2.833333333
28.7,0.06,0.308725,3.476666667
30.275,0.06,0.306175,4.136666667
32.125,0.06,0.30305,4.203333333
33.525,0.06,0.300275,4.26
34.175,0.06,0.2982,4.07
34.275,0.06,0.29635,3.78
34.025,0.06,0.2944,3.59
33.35,0.06,0.29275,3.393333333
32.5,0.06,0.291,3.256666667
31.625,0.06,0.2902,3.256666667
30.9,0.06,0.29,3.04
30.3,0.06,0.289775,3.016666667
29.775,0.06,0.289925,2.903333333
29.25,0.06,0.2897,2.893333333
28.9,0.06,0.2897,2.823333333
28.625,0.06,0.28955,2.756666667
28.325,0.06,0.289625,2.733333333
28.025,0.06,0.289325,2.646666667
27.7,0.06,0.2894,2.663333333
27.45,0.06,0.289325,2.67
27.3,0.06,0.289025,2.7
27.325,0.06,0.289175,2.7
27.525,0.06,0.2891,2.66
27.65,0.06,0.28925,2.593333333
27.725,0.06,0.28995,2.67
27.95,0.06,0.2922,2.646666667
28.45,0.06,0.293575,2.783333333
29.1,0.06,0.293025,2.836666667
29.675,0.0625,0.292425,2.866666667
30.05,0.0675,0.291675,2.843333333
29.95,0.0675,0.290125,2.74
29.6,0.06,0.289475,2.653333333
29.15,0.06,0.289025,2.586666667
28.75,0.06,0.2888,2.466666667
28.35,0.06,0.288725,2.586666667
27.975,0.06,0.2888,2.446666667
27.625,0.06,0.288725,2.49
27.375,0.06,0.28865,2.593333333
27.2,0.06,0.28865,2.593333333
27.125,0.06,0.2888,2.533333333
27.1,0.06,0.289025,2.533333333
27.05,0.06,0.291225,2.493333333
26.85,0.0625,0.291375,2.49
26.7,0.06,0.29145,2.633333333
26.725,0.06,0.291075,2.823333333
27.425,0.0625,0.291,2.88
28.4,0.07,0.290625,3.083333333
29.8,0.0675,0.2902,3.196666667
31.15,0.07,0.289325,3.31
31.75,0.0625,0.288025,3.38
31.85,0.06,0.28675,3.69
32.3,0.06,0.286,3.523333333
32.5,0.06,0.285075,3.38
32.45,0.06,0.284175,3.236666667
31.975,0.06,0.2828,3.146666667
31.3,0.06,0.2817,3.043333333
30.55,0.0675,0.2809,2.966666667
29.95,0.0675,0.2802,2.916666667
29.35,0.0625,0.2799,2.893333333
28.95,0.06,0.279675,2.713333333
28.625,0.0625,0.279525,2.7
28.325,0.06,0.27945,2.743333333
28.05,0.06,0.2793,2.61
27.725,0.06,0.279225,2.62
27.45,0.06,0.279225,2.66
27.2,0.06,0.279,2.623333333
27,0.06,0.279,2.593333333
26.825,0.06,0.279,2.843333333
26.95,0.06,0.279,2.8
28.625,0.06,0.2786,3.036666667
29.825,0.07,0.279075,3.356666667
31.275,0.0825,0.31585,3.333333333
32.45,0.08,0.302375,3.7
32.375,0.08,0.299825,3.876666667
29.7,0.1,0.32575,2.8
29.15,0.1,0.320075,2.85
28.775,0.1,0.3175,2.82
28.475,0.1,0.315275,2.89
28.2,0.095,0.3141,2.816666667
27.975,0.09,0.31245,2.823333333
27.75,0.0925,0.31075,2.766666667
27.55,0.1,0.30955,2.823333333
27.375,0.0925,0.3085,2.756666667
27.25,0.09,0.30775,2.81
27.05,0.09,0.30675,2.806666667
26.925,0.09,0.30605,2.893333333
27.05,0.09,0.30515,3.05
27.6,0.09,0.30395,3.15
28.35,0.09,0.302675,3.406666667
29.45000029,0.090000004,0.300337888,4.083333333
31.25,0.090000004,0.297867313,4.35
32.72500038,0.090000004,0.29508429,4.77
34.02500057,0.0825,0.292943865,4.83
34.77499962,0.079999998,0.290937632,4.863333333
35.09999847,0.079999998,0.289219216,4.703333333
34.67500019,0.079999998,0.287038669,4.306666667
34,0.079999998,0.28492038,4.083333333
33.17499924,0.079999998,0.283322178,3.95
32.30000019,0.079999998,0.281946667,3.783333333
31.5999999,0.079999998,0.281486794,3.753333333
31.04999971,0.079999998,0.280949458,3.6
30.55000019,0.079999998,0.280718923,3.666666667
30.1500001,0.079999998,0.280411273,3.486666667
29.75,0.079999998,0.280103356,3.516666667
29.37499952,0.079999998,0.280026302,3.463333333
29.05000019,0.079999998,0.27979514,3.333333333
28.75,0.079999998,0.279718012,3.263333333
28.5,0.079999998,0.279640883,3.183333333
28.2249999,0.079999998,0.279486626,3.16
28,0.079999998,0.279332235,3.306666667
27.82499933,0.079999998,0.27925504,3.26
27.94999981,0.079999998,0.279486626,3.27
28.17500019,0.079999998,0.279563755,3.333333333
28.80000019,0.079999998,0.27979514,3.47
29.55000019,0.079999998,0.280103356,3.66
30.45000029,0.079999998,0.279949248,3.706666667
31.07499981,0.079999998,0.279409431,3.703333333
31.5,0.079999998,0.278636687,3.94
31.92500019,0.079999998,0.278172322,3.903333333
32.32499981,0.079999998,0.27770716,3.733333333
32.0999999,0.079999998,0.276619457,3.686666667
31.5,0.079999998,0.275684386,3.843333333
30.80000019,0.079999998,0.277160682,3.23
30.125,0.087500002,0.284157366,3.286666667
29.6500001,0.090000004,0.286737591,3.39
29.25,0.090000004,0.28771691,3.21
28.92499971,0.090000004,0.289818197,3.27
28.6500001,0.090000004,0.289818406,3.3
28.37499952,0.090000004,0.289144531,3.216666667
28.07500029,0.090000004,0.288619533,3.17
27.70000029,0.090000004,0.288093716,3.22
27.42499971,0.090000004,0.287792847,3.323333333
27.22500038,0.090000004,0.287491679,3.216666667
27.15000057,0.090000004,0.287114799,3.26
27.20000029,0.090000004,0.286435455,3.27
27.5999999,0.090000004,0.286057413,3.493333333
28.75,0.090000004,0.285754651,4.016666667
30.7750001,0.090000004,0.285375834,4.05
32.64999962,0.0825,0.284540862,4.58
34,0.079999998,0.283932149,4.673333333
34.87499905,0.079999998,0.28286428,4.816666667
35.35000038,0.079999998,0.281793475,4.953333333
35.57499886,0.079999998,0.28148666,4.43
34.875,0.079999998,0.27894555,4.17
33.77500057,0.077499999,0.277241215,3.98
32.72499943,0.07,0.275996357,3.93
31.875,0.074999999,0.275215961,3.726666667
31.25,0.079999998,0.274433613,3.773333333
30.67500019,0.079999998,0.274198614,3.723333333
30.2750001,0.079999998,0.273806594,3.623333333
29.94999981,0.079999998,0.27341406,3.62
29.55000019,0.079999998,0.273178339,3.573333333
29.25,0.079999998,0.27286379,3.716666667
28.9749999,0.079999998,0.272785097,3.486666667
28.6500001,0.079999998,0.272391409,3.463333333
28.25,0.079999998,0.271997228,3.49
27.8499999,0.079999998,0.271681666,3.303333333
27.57500029,0.077499999,0.271365762,3.326666667
27.55000019,0.0725,0.271444738,3.746666667
28.5250001,0.079999998,0.272233739,3.936666667
30.32500029,0.079999998,0.27349247,4.146666667
32.17500067,0.077499999,0.274198681,4.23
33.22500038,0.07,0.274277017,4.16
33.85000134,0.07,0.274277017,4.126666667
33.90000153,0.07,0.273571163,4.35
